Batch_Size,Test_Accuracy,Training_Time,Best_Val_Accuracy
64,0.8140000104904175,904.224258184433,0.8162000179290771
128,0.8134999871253967,874.6833028793335,0.8245999813079834
256,0.7968000173568726,865.130537033081,0.8040000200271606
